image,camera_id,label
bounding_box_train/0604_c1_5876.png,1,604
bounding_box_train/0026_c2_241.png,2,26
bounding_box_train/1414_c2_13638.png,2,1414
bounding_box_train/1302_c2_12666.png,2,1302
bounding_box_train/1249_c2_12171.png,2,1249
bounding_box_train/1218_c1_11861.png,1,1218
bounding_box_train/0377_c1_3664.png,1,377
bounding_box_train/1344_c2_13032.png,2,1344
bounding_box_train/0356_c2_3468.png,2,356
bounding_box_train/1413_c1_13624.png,1,1413
bounding_box_train/0984_c2_9560.png,2,984
bounding_box_train/0403_c2_3923.png,2,403
bounding_box_train/0747_c2_7276.png,2,747
bounding_box_train/0059_c2_562.png,2,59
bounding_box_train/0774_c1_7538.png,1,774
bounding_box_train/0753_c1_7329.png,1,753
bounding_box_train/1453_c1_13962.png,1,1453
bounding_box_train/0248_c2_2406.png,2,248
bounding_box_train/0874_c1_8475.png,1,874
bounding_box_train/0153_c2_1477.png,2,153
bounding_box_train/1211_c2_11796.png,2,1211
bounding_box_train/1050_c2_10211.png,2,1050
bounding_box_train/0671_c2_6534.png,2,671
bounding_box_train/0680_c1_6617.png,1,680
bounding_box_train/0200_c1_1930.png,1,200
bounding_box_train/1246_c1_12139.png,1,1246
bounding_box_train/1003_c2_9748.png,2,1003
bounding_box_train/0997_c2_9689.png,2,997
bounding_box_train/1031_c2_10022.png,2,1031
bounding_box_train/0407_c2_3960.png,2,407
bounding_box_train/0314_c2_3051.png,2,314
bounding_box_train/0502_c1_4892.png,1,502
bounding_box_train/1176_c1_11443.png,1,1176
bounding_box_train/0642_c1_6246.png,1,642
bounding_box_train/0272_c2_2640.png,2,272
bounding_box_train/0169_c2_1631.png,2,169
bounding_box_train/1039_c1_10095.png,1,1039
bounding_box_train/0906_c2_8794.png,2,906
bounding_box_train/1119_c1_10887.png,1,1119
bounding_box_train/0470_c2_4583.png,2,470
bounding_box_train/1218_c2_11869.png,2,1218
bounding_box_train/0476_c2_4640.png,2,476
bounding_box_train/0293_c1_2835.png,1,293
bounding_box_train/1338_c1_12977.png,1,1338
bounding_box_train/0009_c1_80.png,1,9
bounding_box_train/0613_c2_5966.png,2,613
bounding_box_train/1448_c1_13924.png,1,1448
bounding_box_train/0990_c1_9615.png,1,990
bounding_box_train/0245_c1_2373.png,1,245
bounding_box_train/1053_c1_10239.png,1,1053
bounding_box_train/1135_c2_11052.png,2,1135
bounding_box_train/0275_c2_2670.png,2,275
bounding_box_train/1260_c1_12280.png,1,1260
bounding_box_train/0728_c1_7082.png,1,728
bounding_box_train/0484_c1_4712.png,1,484
bounding_box_train/0309_c1_2993.png,1,309
bounding_box_train/1269_c1_12370.png,1,1269
bounding_box_train/0896_c2_8695.png,2,896
bounding_box_train/0511_c1_4979.png,1,511
bounding_box_train/1046_c1_10166.png,1,1046
bounding_box_train/1290_c1_12565.png,1,1290
bounding_box_train/0987_c1_9583.png,1,987
bounding_box_train/1460_c1_14031.png,1,1460
bounding_box_train/0709_c1_6894.png,1,709
bounding_box_train/1414_c1_13632.png,1,1414
bounding_box_train/0577_c1_5619.png,1,577
bounding_box_train/0964_c1_9358.png,1,964
bounding_box_train/0800_c2_7797.png,2,800
bounding_box_train/0896_c2_8697.png,2,896
bounding_box_train/1269_c1_12366.png,1,1269
bounding_box_train/0293_c1_2837.png,1,293
bounding_box_train/0476_c2_4642.png,2,476
bounding_box_train/1175_c2_11441.png,2,1175
bounding_box_train/0470_c2_4581.png,2,470
bounding_box_train/0063_c2_601.png,2,63
bounding_box_train/0608_c1_5912.png,1,608
bounding_box_train/1119_c1_10885.png,1,1119
bounding_box_train/0781_c1_7609.png,1,781
bounding_box_train/0906_c2_8796.png,2,906
bounding_box_train/1072_c1_10425.png,1,1072
bounding_box_train/1135_c2_11050.png,2,1135
bounding_box_train/0245_c1_2371.png,1,245
bounding_box_train/0117_c1_1121.png,1,117
bounding_box_train/0613_c2_5964.png,2,613
bounding_box_train/0009_c1_82.png,1,9
bounding_box_train/1396_c1_13478.png,1,1396
bounding_box_train/0407_c2_3962.png,2,407
bounding_box_train/0642_c1_6250.png,1,642
bounding_box_train/0154_c2_1486.png,2,154
bounding_box_train/0169_c2_1627.png,2,169
bounding_box_train/0067_c2_640.png,2,67
bounding_box_train/1039_c1_10097.png,1,1039
bounding_box_train/1104_c1_10740.png,1,1104
bounding_box_train/1206_c1_11745.png,1,1206
bounding_box_train/0188_c2_1815.png,2,188
bounding_box_train/0344_c1_3345.png,1,344
bounding_box_train/0272_c2_2642.png,2,272
bounding_box_train/0502_c1_4890.png,1,502
bounding_box_train/1325_c1_12868.png,1,1325
bounding_box_train/1079_c1_10492.png,1,1079
bounding_box_train/0153_c2_1475.png,2,153
bounding_box_train/1045_c2_10164.png,2,1045
bounding_box_train/0395_c2_3848.png,2,395
bounding_box_train/0874_c1_8477.png,1,874
bounding_box_train/1083_c2_10536.png,2,1083
bounding_box_train/0248_c2_2404.png,2,248
bounding_box_train/1071_c2_10419.png,2,1071
bounding_box_train/0200_c1_1926.png,1,200
bounding_box_train/0680_c1_6615.png,1,680
bounding_box_train/0928_c1_9008.png,1,928
bounding_box_train/0671_c2_6536.png,2,671
bounding_box_train/1050_c2_10213.png,2,1050
bounding_box_train/1294_c2_12598.png,2,1294
bounding_box_train/0598_c1_5818.png,1,598
bounding_box_train/1245_c1_12127.png,1,1245
bounding_box_train/1344_c2_13030.png,2,1344
bounding_box_train/0377_c1_3666.png,1,377
bounding_box_train/0810_c1_7884.png,1,810
bounding_box_train/1192_c1_11605.png,1,1192
bounding_box_train/1333_c2_12935.png,2,1333
bounding_box_train/0512_c2_4998.png,2,512
bounding_box_train/1218_c1_11863.png,1,1218
bounding_box_train/0059_c2_560.png,2,59
bounding_box_train/0478_c2_4659.png,2,478
bounding_box_train/0198_c1_1909.png,1,198
bounding_box_train/1149_c2_11183.png,2,1149
bounding_box_train/1437_c2_13836.png,2,1437
bounding_box_train/0679_c2_6611.png,2,679
bounding_box_train/1302_c2_12670.png,2,1302
bounding_box_train/1249_c2_12173.png,2,1249
bounding_box_train/0246_c2_2386.png,2,246
bounding_box_train/0604_c1_5874.png,1,604
bounding_box_train/0026_c2_243.png,2,26
bounding_box_train/1066_c2_10371.png,2,1066
bounding_box_train/0439_c1_4268.png,1,439
bounding_box_train/0549_c1_5346.png,1,549
bounding_box_train/1130_c1_10995.png,1,1130
bounding_box_train/0167_c2_1614.png,2,167
bounding_box_train/0183_c2_1764.png,2,183
bounding_box_train/1071_c1_10411.png,1,1071
bounding_box_train/1165_c1_11335.png,1,1165
bounding_box_train/1453_c2_13968.png,2,1453
bounding_box_train/0538_c1_5248.png,1,538
bounding_box_train/0821_c1_7982.png,1,821
bounding_box_train/0307_c1_2975.png,1,307
bounding_box_train/0774_c2_7541.png,2,774
bounding_box_train/0700_c2_6807.png,2,700
bounding_box_train/1433_c2_13802.png,2,1433
bounding_box_train/0779_c1_7585.png,1,779
bounding_box_train/0889_c2_8626.png,2,889
bounding_box_train/0633_c1_6160.png,1,633
bounding_box_train/0297_c1_2874.png,1,297
bounding_box_train/1338_c2_12982.png,2,1338
bounding_box_train/1395_c1_13470.png,1,1395
bounding_box_train/0959_c1_9310.png,1,959
bounding_box_train/0472_c2_4601.png,2,472
bounding_box_train/1058_c2_10290.png,2,1058
bounding_box_train/1136_c2_11058.png,2,1136
bounding_box_train/0628_c2_6116.png,2,628
bounding_box_train/0861_c2_8354.png,2,861
bounding_box_train/1160_c2_11291.png,2,1160
bounding_box_train/0994_c1_9654.png,1,994
bounding_box_train/1176_c2_11449.png,2,1176
bounding_box_train/1454_c1_13974.png,1,1454
bounding_box_train/0927_c1_8997.png,1,927
bounding_box_train/1287_c1_12541.png,1,1287
bounding_box_train/0641_c1_6237.png,1,641
bounding_box_train/0855_c2_8294.png,2,855
bounding_box_train/0890_c2_8636.png,2,890
bounding_box_train/1089_c2_10592.png,2,1089
bounding_box_train/0833_c1_8088.png,1,833
bounding_box_train/1039_c2_10100.png,2,1039
bounding_box_train/0962_c2_9341.png,2,962
bounding_box_train/1277_c1_12449.png,1,1277
bounding_box_train/0155_c1_1493.png,1,155
bounding_box_train/0090_c2_861.png,2,90
bounding_box_train/1291_c1_12574.png,1,1291
bounding_box_train/1297_c2_12625.png,2,1297
bounding_box_train/0348_c1_3380.png,1,348
bounding_box_train/0681_c2_6628.png,2,681
bounding_box_train/0312_c2_3031.png,2,312
bounding_box_train/0368_c1_3576.png,1,368
bounding_box_train/0286_c1_2772.png,1,286
bounding_box_train/0225_c1_2174.png,1,225
bounding_box_train/0954_c2_9263.png,2,954
bounding_box_train/1219_c2_11878.png,2,1219
bounding_box_train/0900_c2_8737.png,2,900
bounding_box_train/0451_c1_4389.png,1,451
bounding_box_train/0664_c2_6468.png,2,664
bounding_box_train/0794_c2_7738.png,2,794
bounding_box_train/0061_c1_575.png,1,61
bounding_box_train/1456_c1_13990.png,1,1456
bounding_box_train/0222_c1_2144.png,1,222
bounding_box_train/0462_c1_4494.png,1,462
bounding_box_train/0308_c2_2990.png,2,308
bounding_box_train/0323_c2_3137.png,2,323
bounding_box_train/0615_c1_5982.png,1,615
bounding_box_train/0305_c1_2954.png,1,305
bounding_box_train/1105_c1_10747.png,1,1105
bounding_box_train/0875_c2_8489.png,2,875
bounding_box_train/0724_c1_7045.png,1,724
bounding_box_train/0953_c2_9253.png,2,953
bounding_box_train/0776_c2_7560.png,2,776
bounding_box_train/0181_c2_1745.png,2,181
bounding_box_train/0543_c1_5295.png,1,543
bounding_box_train/0986_c2_9580.png,2,986
bounding_box_train/0663_c2_6458.png,2,663
bounding_box_train/1304_c2_12688.png,2,1304
bounding_box_train/0914_c1_8867.png,1,914
bounding_box_train/0309_c2_3000.png,2,309
bounding_box_train/0935_c1_9073.png,1,935
bounding_box_train/1144_c2_11133.png,2,1144
bounding_box_train/0012_c2_113.png,2,12
bounding_box_train/0031_c2_289.png,2,31
bounding_box_train/0026_c1_237.png,1,26
bounding_box_train/1439_c1_13851.png,1,1439
bounding_box_train/0064_c1_606.png,1,64
bounding_box_train/0298_c2_2891.png,2,298
bounding_box_train/0206_c1_1987.png,1,206
bounding_box_train/0024_c2_221.png,2,24
bounding_box_train/0447_c2_4354.png,2,447
bounding_box_train/0295_c1_2855.png,1,295
bounding_box_train/0631_c1_6141.png,1,631
bounding_box_train/1210_c2_11787.png,2,1210
bounding_box_train/0799_c2_7787.png,2,799
bounding_box_train/1191_c2_11598.png,2,1191
bounding_box_train/0270_c1_2618.png,1,270
bounding_box_train/0966_c1_9379.png,1,966
bounding_box_train/0053_c2_504.png,2,53
